id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
342;Biblioteca Popular Adolfo Saldías;1ro.;;1019;MONTEVIDEO 641;San Nicolas;Comuna 1;Lunes a Viernes de 14:00 a 19:30;4373-7039;;;Biblioteca;;General;ONG;;-58.3895;-34.6013366213208
343;Biblioteca Popular Casa de la Cultura de Liniers;;;1408;PIERES 226;Liniers;Comuna 9;Lunes a Viernes de 09:30 a 18:30;4644-3042;;;Biblioteca;;General;Asociación Civil;;-58.5152;-34.6425049201727
345;Biblioteca Popular Mariano Boedo;1ro.;;1233;MAZA 755;Almagro;Comuna 5;Lunes  Viernes de 10:00 a 20:00.;4956-0871;;;Biblioteca;;General;Asociación Civil;;-58.4152;-34.6202742820364
346;Biblioteca Popular Dr. Antonio Sáenz;;;1437;SAENZ AV. 871;Nueva Pompeya;Comuna 4;Lunes a Viernes de 15:00 a 20:00.;4919-3605;;;Biblioteca;;General;;;-58.4165;-34.6503533893287
347;Biblioteca Popular Juan Pablo Echagüe;;;1417;SANTO TOME 2496;Villa Del Parque;Comuna 11;Lunes a Viernes de 17:00 a 20:00.;4584-7174;;;Biblioteca;;General;;;-58.4813;-34.6014809694113
348;Biblioteca Popular El Progreso;;;1439;RIESTRA AV. 5655;Villa Lugano;Comuna 8;Lunes a Viernes de 15:00 a 19:00.;4602-7470;;;Biblioteca;;General;;;-58.475;-34.6768110563069
349;Biblioteca Popular Bernardino Rivadavia;;;1407;DIRECTORIO AV. 4623;Parque Avellaneda;Comuna 9;Lunes a Viernes de 15:00 a 20:00.;4683-2689;;www.bibliorivadavia.com.ar;Biblioteca;;General;;;-58.4875;-34.6477531841767
350;Biblioteca Popular Dr. Tristán J. González;;;1406;GOYENA, PEDRO AV. 1579;Caballito;Comuna 6;Lunes a Viernes de 17:00 a 19:30.;4432-3118;tjgonzalez@cotelnet.com.ar;;Biblioteca;;General;ONG;;-58.45;-34.6279924829633
351;Biblioteca Popular Cornelio Saavedra;;;1429;GARCIA DEL RIO AV. 2735;Saavedra;Comuna 12;Lunes a Viernes de 15:00 a 20:00.;4701-5180;socios@bibliotecacsaavedra.org.ar;www.bibliotecacsaavedra.org.ar;Biblioteca;;General;ONG;;-58.4726;-34.5490294492035
352;Biblioteca Popular Alberdi;;;1414;ACEVEDO 666;Villa Crespo;Comuna 15;Lunes a Viernes de 14:00 a 19:00.;4775-3325;bibliotecapopularalberdi@yahoo.com.ar;www.bibliotecaalberdi.webs.com;Biblioteca;;General;;;-58.4376;-34.5960959455167
353;Biblioteca Popular Liga de Fomento Mitre;;;;GAVILAN 1540;Villa Gral. Mitre;Comuna 11;Lunes a Viernes de 17:00 a 20:00.;4581-0846;ifvillamitre@hotmail.com;;Biblioteca;;General;;;-58.4686;-34.612526559613
354;Biblioteca Popular 12 de Octubre;;;;ARENGREEN 1187;Caballito;Comuna 6;;4988-0766;popular12deoctubre@hotmail.com;;Biblioteca;;General;;;-58.4489;-34.6131734628991
355;Biblioteca Popular Federico Lacroze;;;1424;THOMPSON 502;Caballito;Comuna 6;Lunes a Viernes de 14:00 a 19:00.;4431-1073;info@tranvia.org.ar;;Biblioteca;;General;ONG;Centro Cultural;-58.4392;-34.6249739263267
356;Centro Cultural y Biblioteca Popular Carlos Sánchez Viamonte;;;1425;AUSTRIA 2156;Recoleta;Comuna 2;Lunes,  Martes, Miercoles y Viernes de 15:00 a 19:00.;4802-8211;carlossanchezviamonte@yahoo.com.ar;www.carlossviamonte.com.ar;Biblioteca;;General;ONG;;-58.4035;-34.5876029731193
357;Biblioteca Popular Roberto J. Benamor;;;1174;BILLINGHURST 426;Almagro;Comuna 5;Lunes a Viernes de 14:00 a 19:00.;4862-0026;prensa-apaez@speedy.com.ar;;Biblioteca;;General;ONG;;-58.416;-34.6052793692433
358;Biblioteca Popular Hijos del Barrio Piedra Buena;;;1439;2 DE ABRIL DE 1982 6730;Villa Lugano;Comuna 8;Lunes a Viernes de 10:00 a 12:00 y de 18:00 a 20:00.;4602-5880;piedrabuena@hotmail.com;;Biblioteca;Asociacion Civil;General;Privado;;-58.4911;-34.678084410205
359;"Museo ""Casa de Yrurtía""";;;1428;O'HIGGINS 2390;Belgrano;Comuna 13;Martes a Viernes de 13:00 a 19:00. Domingos de 15:00 a 19:00. Lunes y feriados, cerrado.;4781-0385;info@museocasadeyrurtia.gov.ar;www.museocasadeyrurtia.gob.ar;Museo;Dirección Nacional de Patrimonio y Museos. Secretaría de Cultura.;General;Estado Nacional;Sala de Exposición;-58.4553;-34.557203799896
362;Museo Fotográfico SIMIK;PB;;1427;LACROZE, FEDERICO AV. 3901;Chacarita;Comuna 15;Lunes a Sábados de 07:00 a 23:30.;4554-5529 // 4560-4311;info@simik.com.ar;www.museofotograficosimik.com.ar;Museo;;General;Privado;Archivo||Sala de Exposición||Cine||Centro Cultural||Biblioteca||Bar Cultural;-58.4536;-34.5844007611162
363;Del Pilar - Claustros Históricos;PB;;1113;JUNIN 1892;Recoleta;Comuna 2;Lunes a Viernes de 10:00 a 18:15. Domingos 14:30 a 18:15;4806-2209 / 4803-6793;claustrosdelpilar@arnet.com.ar;www.basilicadelpilar.org.ar;Sala de Exposición;;General;Privado;Biblioteca||Sala de Exposición;-58.3918;-34.5869148004016
364;Benito Quinquela Martín. Museo de Bellas de la Boca de Artistas Argentinos;;;1169;DON PEDRO DE MENDOZA AV. 1835;Boca;Comuna 4;Martes a Viernes de 10:00 a 18:00. Sábados, Domingos y Feriados de 11:00 a 18:00.;;museoquinquela@yahoo.com.ar;www.museoquinquela.gov.ar;Museo;Ministerio de Educación de la Ciudad de Buenos Aires;General;Estado Municipal;Archivo||Biblioteca||Sala de Exposición;-58.3609;-34.6390703041967
365;Centro Cultural Caras y Caretas;4354-6618;;1095;VENEZUELA 370;Monserrat;Comuna 1;Lunes a Domingos de 11:00 a 19:00.;5354-6618;centrocultural@carasycaretas.org.ar;www.carasycaretas.org;Centro Cultural;;General;Privado;Sala de Exposición||Cine;-58.3715;-34.61363555129
366;Juan Bautista Ambrosetti Museo Etnográfico;;;1091;MORENO 350;Monserrat;Comuna 1;Martes a Viernes de 13:00 a 19:00. Sábados, Domingos y Feriados de 15:00 a 19:00.;4345-8196 // 4331-7788;etnograetnovis@filo.uba.ar;;Museo;Facultad de Filosofía y Letras. Universidad de Buenos Aires.;General;Estado Nacional;Archivo||Biblioteca||Cine||Sala de Exposición;-58.3712;-34.6112913321854
367;Museo del Bicentenario;;;1064;PASEO COLON AV. 100;Monserrat;Comuna 1;Horario de invierno: de Lunes a Domingos de 10:00 a 18:00. Horario de verano: de Lunes a Domingos de 11:00 a 19:00. Cerrado: 1ro. de enero, Viernes Santo, 1Âº de mayo y 25 de diciembre.;4344-3802;museo@presidencia.gov.ar;http://www.museo.gov.ar/;Museo;Subsecretaría General de la Presidencia;General;Estado Nacional;Archivo||Bar Cultural;-58.3695;-34.6091367267325
368;Dr. José Evaristo Uriburu - Museo Histórico y Numismático del Banco Central de la República Argentina;;;aaf1004;SAN MARTIN 216;San Nicolas;Comuna 1;Lunes a Viernes de 10:00 a 15:00.;4348-3882;museo@bcra.gov.ar;www.bcra.gov.ar;Museo;Banco Central de la República Argentina;General;Estado Nacional;Archivo||Biblioteca;-58.3738;-34.6053347761325
369;"Museo de Calcos y Escultura Comparada ""Ernesto de la Cárcova""";;;1107;ESPAÑA AV. 1701;Puerto Madero;Comuna 1;Cerrado por reformas.;4361-4419/3790;carcova.museodecalcos@iuna.edu.ar;www.museodelacarcova.iuna.edu.ar;Museo;Instituto Universitario Nacional de Arte;General;Estado Nacional;Archivo||Biblioteca;-58.3563;-34.6179247361888
370;Museo Carlos Vega del Instituto Nacional de Museología;;;;MEXICO 546;Monserrat;Comuna 1;Cerrado al público por no disponer de espacio fisico.;4361-6529/6013;invega@infovia.com.ar;;Museo;;General;Estado Nacional;Sala de Exposición;-58.3739;-34.6149262997405
371;Museo Hermano Esteban La Salle;;;;RIOBAMBA 650;Balvanera;Comuna 3;;4374-6449/0657;dirgral@lasalle.esc.edu.ar;www.delasalle.esc.edu.ar;Museo;;General;Privado;Archivo||Editorial||Sala de Exposición||Biblioteca;-58.3942;-34.6014731247592
372;Museo Vicente López y Planes - SADAIC;1ro.;;1048;LAVALLE 1547;San Nicolas;Comuna 1;Lunes a Viernes de 11:00 a 15:00.;4379-8600 interno: 8539;covejero@sadaic.org.ar;www.sadaic.org.ar;Museo;;General;Privado;Biblioteca||Archivo||Sala de Exposición;-58.3886;-34.6028926808216
373;Museo Argentino del Títere;PB;;1070;PIEDRAS 905;Constitucion;Comuna 1;Martes a Domingos de 15:00 a 18:00. Martes, Miercoles y Viernes de 10:00 a 13:00.;4307-6917;museo@museoargdeltitere.com.ar;www.museoargdeltitere.com.ar;Museo;;General;Privado;Peña||Sala de Exposición||Archivo||Biblioteca||Centro Cultural||Cine;-58.3773;-34.6186119298766
374;Museo Histórico Nacional;;;1143;DEFENSA 1600;San Telmo;Comuna 1;Lunes a Domingos de 11:00 a 18:00.;4307-1182;informes@mhn.gov.ar;http://www.mhnvirtual.cultura.gob.ar/mhn_360/;Museo;Dirección Nacional de Patrimonio y Museos. Secretaría de Cultura.;General;Estado Nacional;Biblioteca;-58.371;-34.6266291577925
375;María Antonia de San José Museo de Arte Sacro;PB;;1099;INDEPENDENCIA AV. 1190;Constitucion;Comuna 1;Martes;4304-0984;;;Museo;;General;Privado;;-58.3825;-34.6177577157635
376;INPB Dr. Malbrán Museo Serpentario (con fines científicos);;;1281;VELEZ SARSFIELD AV. 563;Barracas;Comuna 4;;4302-2888 // 4303-1732/2492;inpb@anlis.gob.ar;www.anlis.gov.ar;Museo;Instituto Nacional de Prevención Biológica. Ministerio de Salud.;General;Estado Nacional;Sala de Exposición;-58.3899;-34.6418431231249
377;Museo Judío de Buenos Aires;PB;;;LIBERTAD 769;San Nicolas;Comuna 1;Martes, Miercoles y Jueves de 15:00 a 18:00.;4123-0833 // 4123-0102/03 // 4123 0832;museojudio@judaica.org.ar;www.museojudio.org.ar;Museo;;General;Privado;Centro Cultural||Bar Cultural||Galería de Arte;-58.3839;-34.5996341687992
378;Museo Histórico de Cera;;;1160;VALLE IBERLUCEA del, Dr. 1261;Boca;Comuna 4;Lunes a Viernes de 11:00 a 18:00.  Sábados , Domingos y Feriados de 11:00 a 20:00.;4301-1497;info@museodecera.com.ar;www.museodecera.com.ar;Museo;;General;Privado;Sala de Exposición;-58.362;-34.6391842429753
379;"Museo de Armas de la Nación ""Teniente General Pablo Ricchieri""";;;1059;SANTA FE AV. 702;Retiro;Comuna 1;Lunes a Viernes de 13:00 a 19:00.;3211-1071/9;museo@circulomilitar.org;http://www.circulomilitar.org/museo.htm;Museo;;General;;Biblioteca;-58.3773;-34.5955577831734
380;"Museo Nacional y Centro de Estudios Históricos Ferroviarios ""Raúl Scalabrini Ortíz""";;;1104;DEL LIBERTADOR AV. 405;Retiro;Comuna 1;Lunes a Viernes de 12:00 a 18:00.;4318-3343//3330;museoferroviario@adifse.com.ar;http://www.adifse.com.ar/html/museo.html;Museo;Administracion de Infraestructuras Ferroviarias S.E.;General;Estado Nacional;;-58.3794;-34.5900366454585
381;Museo Nacional de la Historia del Traje;;;1098;CHILE 832;Monserrat;Comuna 1;Martes a Domingos de 15:00 a 19:00. Lunes, cerrado.;4343-8427;museodeltraje@gmail.com;http://www.funmuseodeltraje.com.ar/;Museo;Dirección Nacional de Patrimonio y Museos. Secretaría de Cultura.;General;Estado Nacional;Editorial||Sala de Exposición||Archivo||Biblioteca;-58.3779;-34.6163439235265
382;Museo del Agua y de la Historia Sanitaria;;;1025;RIOBAMBA 750;Balvanera;Comuna 3;Lunes a Viernes de 09:00 a 13:00.;6319-1104 / 1026;museo-del-agua@aysa.com.ar;http://www.aysa.com.ar/index.php?id_contenido=1211&id_seccion=0;Museo;Agua y Saneamientos Argentinos S.A. (AYSA);General;Privado;;-58.3943;-34.6002785873127
383;Museo Nacional de Bellas Artes;PB;;1425;DEL LIBERTADOR AV. 1473;Recoleta;Comuna 2;Martes a Viernes de 12:30 a 20:30;5288-9900//4803-8817;prensa@mnba.org.ar;www.mnba.org.ar;Museo;Secretaría de Cultura.;General;Estado Nacional;Sala de Exposición;-58.3947;-34.5836723120408
384;Museo Histórico de Gendarmería Nacional;;;1104;CASTILLO, RAMON S., PRES. AV. 788;Retiro;Comuna 1;Lunes a Viernes de 08:00 a 13:00.;4310-2642;museogn@gendarmeria.gov.ar;http://www.gendarmeria.gov.ar/historia/museo.html;Museo;Director Nacional de Gendarmería. Ministerio de Seguridad.;General;Estado Nacional;;-58.3749;-34.5806476181414
385;Buque Museo ARA Corbeta Uruguay;;;1104;MOREAU DE JUSTO, ALICIA AV. 500;Puerto Madero;Comuna 1;Lunes a Domingos de 10:00 a 19:00.;4314-1090;;http://www.ara.mil.ar/pag.asp?idItem=113;Museo;Armada Argentina. Ministerio de Defensa.;General;Estado Nacional;Sala de Exposición;-58.3671;-34.6034086414308
386;Galería de Arte Karina Paradiso;PB;A;;DEL LIBERTADOR AV. 4700;Palermo;Comuna 14;Lunes a Jueves 14:00 a 20:00. Viernes de 15:00 a 21:00. Sábados de 10:00 a 13:00.;4776-3109;;www.karinaparadiso.com.ar;Galería de Arte;;General;Privado;;-58.4333;-34.5657822207599
387;Galería de Arte Adriana Indik;PB;A;;RODRIGUEZ PEÑA 2067;Recoleta;Comuna 2;Lunes a Viernes de 15:00 a 19:00.;4812-5169;;www.adrianaindiz.com;Galería de Arte;;General;Privado;;-58.3854;-34.5875092105228
388;Alicia Brandy Galería de Arte;;;;CHARCAS 3149;Recoleta;Comuna 2;Lunes a Viernes de 15:00 a 20:00. Sábados de 11:00 a 13:00.;4827-1511;;www.artebrandy.com;Galería de Arte;;General;Privado;;-58.4103;-34.592626980038
389;Appetite Contempoporary Art;;;;CHACABUCO 551;Monserrat;Comuna 1;Lunes a Sabado de 14:00 a 19:00.;4331-5405;nuevoappetite@gmail.com;www.apetite.com.ar;Galería de Arte;;General;Privado;;-58.3761;-34.6144838276847
390;Galería Foster Catena;1ro.;;;HONDURAS 4882;Palermo;Comuna 14;Martes a Sabado de 13:00 a 19:30.;4833-9499;;http://www.fostercatena.com/galeria/;Galería de Arte;;General;Privado;;-58.4291;-34.5895138330207
391;De Santi Galería;;;;ESMERALDA 952;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 19:30;4314-2049;galeria@desanti.com.ar;;Galería de Arte;;General;Privado;;-58.3784;-34.5972885595668
392;De La Recoleta Galería de Arte;;;1425;AGUERO 2502;Recoleta;Comuna 2;Lunes a Viernes de 12:00a 19:00. Domingos de 14:00 a 19:00.;4806-9793/9825;arte@galeriadelarecoleta.com.ar;www.galeriadelarecoleta.com.ar;Galería de Arte;;General;Privado;;-58.3977;-34.5847628725173
393;Galería El Socorro;;;;SUIPACHA 1331;Retiro;Comuna 1;;4327-0717;;www.artelatinoamerica.com;Galería de Arte;;General;Privado;;-58.3801;-34.5923900665105
394;Galería Rubbers Internacional;;;;ALVEAR 1595;Retiro;Comuna 1;Lunes a Viernes 11:00 a 20:00. Sábados de 11:00 a 13:30;4816-1864 / 1869;;www.rubbers.com.ar;Galería de Arte;;General;Privado;Galería de Arte;-58.3858;-34.5898380320888
395;Palatina Galería de Arte;;;;ARROYO 821;Retiro;Comuna 1;Lunes a Viernes de 10:30 a 20:00. Sábados de 10:00 a 13:00.;4327-0620;;;Galería de Arte;;General;Privado;Galería de Arte;-58.3789;-34.5920772783643
396;Fundación Cultural Volpe Stessens;;;1264;CASEROS AV. 2739;Parque Patricios;Comuna 4;;4941-5478;volpestessens@gmail.com;www.volpestessens.org.ar;Museo;;General;Privado;Biblioteca||Sala de Exposición;-58.4011;-34.6362291921606
397;Agalma.Arte;;;;ARROYO 882;Retiro;Comuna 1;Lunes a Viernes de 12:00 a 20:00.;4328-7591;;www.agalmaarte.com;Galería de Arte;;General;Privado;;-58.3798;-34.591476917593
398;Consorcio de Arte de Buenos Aires;;;;GUIDO 1566;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 19:00.;4816-4524;;;Galería de Arte;;General;Privado;;-58.3875;-34.5921024824712
399;Galería Forma;;;;THAMES 1620;Palermo;Comuna 14;;4831-6175/7041;galforma@hotmail.com;www.galeriaforma.com.ar;Galería de Arte;;General;Privado;;-58.4309;-34.5878556371709
400;Galería Isidro Miranda;;;;ESTADOS UNIDOS 726;San Telmo;Comuna 1;Lunes a Viernes de 13:00 a 19:00.;4361-4034;;www.isidromiranda/galeria.php;Galería de Arte;;General;Privado;;-58.3763;-34.6185862333683
401;Hoy en el Arte Galería;;;;JUNCAL 848;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 20:00. Sábados de 11:00 a 14:00.;4322-2208;;www.galeriahoyenelarte.com.ar;Galería de Arte;;General;Privado;;-58.3792;-34.5929190239213
402;Galería Van Riel;;;;JUNCAL 790;Retiro;Comuna 1;Lunes a Viernes de 14:00 a 20:00. Sábados de 11:00 a 13:00.;4313-5553;;www.vanriel.com.ar;Galería de Arte;;General;Privado;;-58.3783;-34.5929674615639
404;Zavaleta Lab Arte Contemporaneo;;;;VENEZUELA 571;Monserrat;Comuna 1;Lunes a Viernes de 11:00 a 20:00. Sábados de 11:00 a 14:00.;4342-9293 // 4331-2439;;www.zavaletalab.com;Galería de Arte;;General;Privado;Galería de Arte;-58.3742;-34.6137591462682
405;Galería Arte x Arte;;;;LAVALLEJA 1062;Villa Crespo;Comuna 15;Martes a Viernes de 13:30 a 20:00. Sábados de 11:030 a 15:00.;4773-2738 // 4772-6754;;www.galeriaartexarte.com;Galería de Arte;;General;Privado;Sala de Exposición||Biblioteca;-58.4284;-34.5970109026221
406;G/C Arte Contemporáneo;;;1011;SUIPACHA 1250;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 19:00.;4326-4821;campochiaro@hotmail.com;;Galería de Arte;;General;Privado;;-58.3801;-34.5933799327319
407;Gachi Pimiento Gallery Contemporary Latin America Art;;;;URIARTE 1976;Palermo;Comuna 14;Lunes a Viernes de 13:00 a 20:00. Sábados de 12:00 a 18:00.;4774-6961;;www.gachiprietogallery.com;Galería de Arte;;General;Privado;;-58.4282;-34.5847914234035
408;Transarte Emergencias Culturales;;;;DEFENSA 1326;San Telmo;Comuna 1;Lunes a Viernes de 15:00 a 19:00.;4361-7276;;www.transarteweb.com.ar;Galería de Arte;;General;Privado;;-58.3712;-34.6233949313726
409;Galería Mar Dulce;;;;URIARTE 1490;Palermo;Comuna 14;Martes a Viernes de 15:00 a 20:00. Sábados de 11:00 a 14:00 y de 15:00 a 20:00.;;;www.galeriamardulce.blogspot.com;Galería de Arte;;General;Privado;Galería de Arte;-58.4333;-34.5882234644323
410;Centoira;;;;FRENCH 2611;Recoleta;Comuna 2;Lunes a Viernes de 10:00 a 13:00 y de 15:00 a 20:00. Sábados de 10:00 a 13:00.;4805-5603/9542;;www.artecentoira.com.ar;Galería de Arte;;General;Privado;;-58.401;-34.5897325215341
411;Galería Práxis;;;;ARENALES 1311;Retiro;Comuna 1;Lunes a Viernes 10:30 a 20:00. Sábados de 10:30 a 14:00.;4813-8639;;www.praxis-art.com;Galería de Arte;;General;Privado;;-58.386;-34.5945379810835
412;Ro Galería de Arte;;;;PARANA 1158;Recoleta;Comuna 2;Lunes a Viernes de 14:00 a 20:00.;4815-6467;;www.roart.com.ar;Galería de Arte;;General;Privado;Editorial;-58.3885;-34.5951935932355
413;Galería Dabbah Torrejón;;;;EL SALVADOR 5176;Palermo;Comuna 14;Martes a Viernes de 15:00 a 20:00. Sábados de 11:00 a 16:00.;4832-2332;;www.dabbatorrejon.com.ar;Galería de Arte;;General;Privado;;-58.4317;-34.5863688919273
414;Galería 713 Arte Contemporáneo;;;;DEFENSA 713;San Telmo;Comuna 1;Lunes a Viernes de 14:00 a 20:00. Sábados de 14:00 a 18:00.;4362-7331;;www.arte713.com;Galería de Arte;;General;Privado;;-58.3717;-34.616249781857
415;Galería Elsi del Rio;;;;HUMBOLDT 1510;Palermo;Comuna 14;Martes a Viernes de 14:00 a 20:00. Sábados de 11:00 a 15:00.;4899-0171;;www.elsidelrio.com.ar;Galería de Arte;;General;Privado;;-58.4371;-34.5862525456056
416;Galería Van Eyck;;;;SANTA FE AV. 834;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 20:00.;4311-6568;;www.vaneyck.com.ar;Galería de Arte;;General;Privado;;-58.3791;-34.5952332851541
417;Galería Vermeer;;;;SUIPACHA 1169;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 15:00 y de 16:00 a 19:00.;4393-5102;vermeer@sion.com;;Galería de Arte;;General;Privado;;-58.3799;-34.5944979722568
418;Galería Ursomarzo;;;;ARENALES 921;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 13:00 y de 14:00 a 19:00.;4393-0871;;www.galeriaursomarzo.com.ar;Galería de Arte;;General;Privado;;-58.3802;-34.5940767465671
419;Galería de Arte Mercedes Giachetti;;;;DEFENSA 718;San Telmo;Comuna 1;Miercoles a Sabado de 15:00 a 19:00. Domingos de 12:00 a 20:00.;4361-6307;;www.galeriasmgiachetti.com.ar;Sala de Exposición;;General;Privado;;-58.3717;-34.6162358331443
420;Galería Jorge Mara  La Ruche;;;;PARANA 1133;Recoleta;Comuna 2;Lunes a Viernes de 11:00 a 13:30 y de 15:00 a 19:30. Sábados de 11:00 a 13:30.;4813-0552;;www.jorgemaralaruche.com.ar;Galería de Arte;;General;Privado;Editorial;-58.3884;-34.595522995977
421;Galería Jacques Martínez;4;G;;DE MAYO AV. 1130;Monserrat;Comuna 1;Lunes a Viernes de 14:00 a 20:00.;4381-7458;;www.galeriajacquesmartinez.com;Galería de Arte;;General;Privado;;-58.3824;-34.6092018083139
422;Braga Menéndez Arte Contemporáneo;;;;HUMBOLDT 1574;Palermo;Comuna 14;Martes a Sábados de 13:00 a 20:00.;4775-5577;;www.galeriabm.com;Galería de Arte;;General;Privado;;-58.4366;-34.5858191680027
423;Subastas Roldán;;;;JUNCAL 743;Retiro;Comuna 1;Lunes a Viernes de 10:00 a 19:00.;;;www.subastasroldan.com.ar;Galería de Arte;;General;Privado;Sala de Exposición;-58.3777;-34.5927818282712
424;Federico Towpyha Arte Contemporáneo;;;;TUCUMAN 3148;Balvanera;Comuna 3;Lunes a Viernes de 15:00 a 20:00.;;;www.ftarte.blogspot.com;Galería de Arte;;General;Privado;;-58.4099;-34.6007467501206
425;Galería Bacano;;;;ARMENIA 1544;Palermo;Comuna 14;Lunes a Viernes de 11:00 a 18:00.;4831-3564;;www.bacano.com.ar;Galería de Arte;;General;Privado;;-58.4288;-34.5903760018982
426;Galería Ignacio Liprandi;3;iza;;DE MAYO AV. 1480;Monserrat;Comuna 1;Lunes a Viernes de 11:00 a 20:00.;4381-0679;;www.ignacioliprandi.com;Galería de Arte;;General;Privado;;-58.3867;-34.6094964626128
427;Galería Edea;;;;DEFENSA 771;San Telmo;Comuna 1;Lunes  a Viernes de 15:00 a 18:00.;4361-3228;;www.edeagaleria.com;Galería de Arte;;General;Privado;;-58.3717;-34.6167736718115
428;Galería Daniel Maman Fine Arts;;;;DEL LIBERTADOR AV. 2475;Palermo;Comuna 14;Lunes a Viernes de 11:00 a 20:00. Sábados de 11:00 a 14:00.;4804-3700/3800;;www.danielmaman.com;Galería de Arte;;General;Privado;;-58.406;-34.5791603700862
429;Galería Zurbarán;;;1010;CERRITO 1522;Retiro;Comuna 1;Lunes a Viernes de 11:00 a 21:00. Sábados de 10:00 a 13:00.;4815-1556;cmp@zurbaran.com.ar;www.zurbarangaleria.com.ar;Galería de Arte;;General;Privado;Editorial;-58.3826;-34.589744339867
